HS Code	Commodity	Value	Date	Growth
34	SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.	2.59	3/1/2014	-5.12
35	ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.	2.9	3/1/2014	61.4
36	EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.	1.34	3/1/2014	
37	PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.	0.44	3/1/2014	33.45
38	MISCELLANEOUS CHEMICAL PRODUCTS.	25.85	3/1/2014	-16.02
39	PLASTIC AND ARTICLES THEREOF.	25.44	3/1/2014	-50.41
40	RUBBER AND ARTICLES THEREOF.	19.37	3/1/2014	-44.75
41	RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER	13.36	3/1/2014	31.24
42	ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.	0.97	3/1/2014	-23.21
43	FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.		3/1/2014	
44	WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.	0.61	3/1/2014	83.44
45	CORK AND ARTICLES OF CORK.	0.01	3/1/2014	2,860.00
46	MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.	0	3/1/2014	-94.87
47	PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.		3/1/2014	
48	PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.	7.69	3/1/2014	-5.52
49	PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.	0.67	3/1/2014	31.29
50	SILK	1.07	3/1/2014	14.96
51	WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.	0.81	3/1/2014	292.12
52	COTTON.	86.52	3/1/2014	-11.51
53	OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.	0.42	3/1/2014	143.54
54	MAN-MADE FILAMENTS.	18.46	3/1/2014	9.92
55	MAN-MADE STAPLE FIBRES.	10.17	3/1/2014	-0.15
56	WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.	4.54	3/1/2014	5.55
57	CARPETS AND OTHER TEXTILE FLOOR COVERINGS.	1.06	3/1/2014	-16.56
58	SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.	1.85	3/1/2014	-2.67
59	IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.	2.18	3/1/2014	173.79
60	KNITTED OR CROCHETED FABRICS.	0.72	3/1/2014	224.5
61	ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.	4.08	3/1/2014	57.93
62	ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.	10.17	3/1/2014	10.29
63	OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS	2.96	3/1/2014	-48.49
64	FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.	2.71	3/1/2014	49.48
65	HEADGEAR AND PARTS THEREOF.	0.28	3/1/2014	26.75
66	UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.	0.05	3/1/2014	6,514.29
67	PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.	0.6	3/1/2014	-62.62
68	ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.	3.46	3/1/2014	7.6
69	CERAMIC PRODUCTS.	1.64	3/1/2014	-2.51
70	GLASS AND GLASSWARE.	3.14	3/1/2014	18.38
71	NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.	117.42	3/1/2014	-30.16
72	IRON AND STEEL	56.08	3/1/2014	-76.21
73	ARTICLES OF IRON OR STEEL	33.04	3/1/2014	-8.14
74	COPPER AND ARTICLES THEREOF.	10.72	3/1/2014	-86.63
75	NICKEL AND ARTICLES THEREOF.	30.8	3/1/2014	-58.29
76	ALUMINIUM AND ARTICLES THEREOF.	14.41	3/1/2014	89.55
78	LEAD AND ARTICLES THEREOF.	1.23	3/1/2014	-44.46
79	ZINC AND ARTICLES THEREOF.	5.22	3/1/2014	128.71
80	TIN AND ARTICLES THEREOF.	0.03	3/1/2014	
81	OTHER BASE METALS; CERMETS; ARTICLES THEREOF.	0.63	3/1/2014	234.46
82	TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.	4	3/1/2014	-5.41
83	MISCELLANEOUS ARTICLES OF BASE METAL.	2.65	3/1/2014	28.35
84	NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.	175.09	3/1/2014	29.45
85	ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.	50.93	3/1/2014	-14.44
86	RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL	1.9	3/1/2014	8.9
87	VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.	82.75	3/1/2014	-3.04
88	AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.	5.18	3/1/2014	-68.21
89	SHIPS, BOATS AND FLOATING STRUCTURES.	20.87	3/1/2014	-94.71
90	OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;	20.46	3/1/2014	-6.74
91	CLOCKS AND WATCHES AND PARTS THEREOF.	0.91	3/1/2014	44.08
92	MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.	0.02	3/1/2014	541.94
93	ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.	0.13	3/1/2014	58.65
94	FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC	2.24	3/1/2014	3.07
95	TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.	0.51	3/1/2014	-5.18
96	MISCELLANEOUS MANUFACTURED ARTICLES.	4.73	3/1/2014	-2.67
97	WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.	2.27	3/1/2014	524.75
98	PROJECT GOODS; SOME SPECIAL USES.	0.1	3/1/2014	-97.2
99	MISCELLANEOUS GOODS.	8.28	3/1/2014	491.22
1	LIVE ANIMALS.	0	4/1/2014	
2	MEAT AND EDIBLE MEAT OFFAL.	232.9	4/1/2014	41.82
3	FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.	87.31	4/1/2014	122.82
4	DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.	4.68	4/1/2014	-21.11
5	PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.	0.49	4/1/2014	137.01
6	LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.	0.61	4/1/2014	129.13
7	EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.	8.77	4/1/2014	-35.67
8	EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.	5.51	4/1/2014	24.43
9	COFFEE, TEA, MATE AND SPICES.	36.59	4/1/2014	16.01
10	CEREALS.	93.28	4/1/2014	-30.18
11	PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.	4.02	4/1/2014	-8.8
12	OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.	44.83	4/1/2014	-28.28
13	LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.	2.8	4/1/2014	-26.53
14	VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.	0.08	4/1/2014	3,108.33
15	ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.	3.44	4/1/2014	-1.46
16	PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES	0.08	4/1/2014	44.21
17	SUGARS AND SUGAR CONFECTIONERY.	3.28	4/1/2014	318.07
18	COCOA AND COCOA PREPARATIONS.	0.75	4/1/2014	-7.1
19	PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.	1.21	4/1/2014	-30.61
20	PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.	1.31	4/1/2014	39.7
21	MISCELLANEOUS EDIBLE PREPARATIONS.	6.38	4/1/2014	63.39
22	BEVERAGES, SPIRITS AND VINEGAR.	1.75	4/1/2014	-40.8
23	RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.	58.99	4/1/2014	-50.43
24	TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.	10	4/1/2014	-1.33
25	SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.	10.11	4/1/2014	1.77
26	ORES, SLAG AND ASH.	4.07	4/1/2014	54,161.33
27	MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.	396.98	4/1/2014	-25.87
28	INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.	8.72	4/1/2014	-26.28
29	ORGANIC CHEMICALS	123.29	4/1/2014	-25.97
30	PHARMACEUTICAL PRODUCTS	48.84	4/1/2014	7.84
31	FERTILISERS.	2.08	4/1/2014	86.91
32	TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.	24.94	4/1/2014	16.6
33	ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.	10.71	4/1/2014	-1.53
34	SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.	2.59	4/1/2014	-5.12
35	ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.	2.9	4/1/2014	61.4
36	EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.	1.34	4/1/2014	
37	PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.	0.44	4/1/2014	33.45
38	MISCELLANEOUS CHEMICAL PRODUCTS.	25.85	4/1/2014	-16.02
39	PLASTIC AND ARTICLES THEREOF.	25.44	4/1/2014	-50.41
40	RUBBER AND ARTICLES THEREOF.	19.37	4/1/2014	-44.75
41	RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER	13.36	4/1/2014	31.24
42	ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.	0.97	4/1/2014	-23.21
43	FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.		4/1/2014	
44	WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.	0.61	4/1/2014	83.44
45	CORK AND ARTICLES OF CORK.	0.01	4/1/2014	2,860.00
46	MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.	0	4/1/2014	-94.87
47	PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.		4/1/2014	
48	PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.	7.69	4/1/2014	-5.52
49	PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.	0.67	4/1/2014	31.29
50	SILK	1.07	4/1/2014	14.96
51	WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.	0.81	4/1/2014	292.12
52	COTTON.	86.52	4/1/2014	-11.51
53	OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.	0.42	4/1/2014	143.54
54	MAN-MADE FILAMENTS.	18.46	4/1/2014	9.92
55	MAN-MADE STAPLE FIBRES.	10.17	4/1/2014	-0.15
56	WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.	4.54	4/1/2014	5.55
57	CARPETS AND OTHER TEXTILE FLOOR COVERINGS.	1.06	4/1/2014	-16.56
58	SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.	1.85	4/1/2014	-2.67
59	IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.	2.18	4/1/2014	173.79
60	KNITTED OR CROCHETED FABRICS.	0.72	4/1/2014	224.5
61	ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.	4.08	4/1/2014	57.93
62	ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.	10.17	4/1/2014	10.29
63	OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS	2.96	4/1/2014	-48.49
64	FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.	2.71	4/1/2014	49.48
65	HEADGEAR AND PARTS THEREOF.	0.28	4/1/2014	26.75
66	UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.	0.05	4/1/2014	6,514.29
67	PREPARED FEATHERS AND DOWN AND ARTICLES MADE OF FEATHERS OR OF DOWN; ARTIFICIAL FLOWERS; ARTICLES OF HUMAN HAIR.	0.6	4/1/2014	-62.62
68	ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS.	3.46	4/1/2014	7.6
69	CERAMIC PRODUCTS.	1.64	4/1/2014	-2.51
70	GLASS AND GLASSWARE.	3.14	4/1/2014	18.38
71	NATURAL OR CULTURED PEARLS,PRECIOUS OR SEMIPRECIOUS STONES,PRE.METALS,CLAD WITH PRE.METAL AND ARTCLS THEREOF;IMIT.JEWLRY;COIN.	117.42	4/1/2014	-30.16
72	IRON AND STEEL	56.08	4/1/2014	-76.21
73	ARTICLES OF IRON OR STEEL	33.04	4/1/2014	-8.14
74	COPPER AND ARTICLES THEREOF.	10.72	4/1/2014	-86.63
75	NICKEL AND ARTICLES THEREOF.	30.8	4/1/2014	-58.29
76	ALUMINIUM AND ARTICLES THEREOF.	14.41	4/1/2014	89.55
78	LEAD AND ARTICLES THEREOF.	1.23	4/1/2014	-44.46
79	ZINC AND ARTICLES THEREOF.	5.22	4/1/2014	128.71
80	TIN AND ARTICLES THEREOF.	0.03	4/1/2014	
81	OTHER BASE METALS; CERMETS; ARTICLES THEREOF.	0.63	4/1/2014	234.46
82	TOOLS IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL.	4	4/1/2014	-5.41
83	MISCELLANEOUS ARTICLES OF BASE METAL.	2.65	4/1/2014	28.35
84	NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF.	175.09	4/1/2014	29.45
85	ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS,AND PARTS.	50.93	4/1/2014	-14.44
86	RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING-STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL	1.9	4/1/2014	8.9
87	VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF.	82.75	4/1/2014	-3.04
88	AIRCRAFT, SPACECRAFT, AND PARTS THEREOF.	5.18	4/1/2014	-68.21
89	SHIPS, BOATS AND FLOATING STRUCTURES.	20.87	4/1/2014	-94.71
90	OPTICAL, PHOTOGRAPHIC CINEMATOGRAPHIC MEASURING, CHECKING PRECISION, MEDICAL OR SURGICAL INST. AND APPARATUS PARTS AND ACCESSORIES THEREOF;	20.46	4/1/2014	-6.74
91	CLOCKS AND WATCHES AND PARTS THEREOF.	0.91	4/1/2014	44.08
92	MUSICAL INSTRUMENTS; PARTS AND ACCESSORIES OF SUCH ARTICLES.	0.02	4/1/2014	541.94
93	ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.	0.13	4/1/2014	58.65
94	FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHING; LAMPS AND LIGHTING FITTINGS NOT ELSEWHERE SPECIFIED OR INC	2.24	4/1/2014	3.07
95	TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF.	0.51	4/1/2014	-5.18
96	MISCELLANEOUS MANUFACTURED ARTICLES.	4.73	4/1/2014	-2.67
97	WORKS OF ART COLLECTORS' PIECES AND ANTIQUES.	2.27	4/1/2014	524.75
98	PROJECT GOODS; SOME SPECIAL USES.	0.1	4/1/2014	-97.2
99	MISCELLANEOUS GOODS.	8.28	4/1/2014	491.22
1	LIVE ANIMALS.	0	5/1/2014	
2	MEAT AND EDIBLE MEAT OFFAL.	232.9	5/1/2014	41.82
3	FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTABRATES.	87.31	5/1/2014	122.82
4	DAIRY PRODUCE; BIRDS' EGGS; NATURAL HONEY; EDIBLE PROD. OF ANIMAL ORIGIN, NOT ELSEWHERE SPEC. OR INCLUDED.	4.68	5/1/2014	-21.11
5	PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED.	0.49	5/1/2014	137.01
6	LIVE TREES AND OTHER PLANTS; BULBS; ROOTS AND THE LIKE; CUT FLOWERS AND ORNAMENTAL FOLIAGE.	0.61	5/1/2014	129.13
7	EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.	8.77	5/1/2014	-35.67
8	EDIBLE FRUIT AND NUTS; PEEL OR CITRUS FRUIT OR MELONS.	5.51	5/1/2014	24.43
9	COFFEE, TEA, MATE AND SPICES.	36.59	5/1/2014	16.01
10	CEREALS.	93.28	5/1/2014	-30.18
11	PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN.	4.02	5/1/2014	-8.8
12	OIL SEEDS AND OLEA. FRUITS; MISC. GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER.	44.83	5/1/2014	-28.28
13	LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.	2.8	5/1/2014	-26.53
14	VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED.	0.08	5/1/2014	3,108.33
15	ANIMAL OR VEGETABLE FATS AND OILS AND THEIR CLEAVAGE PRODUCTS; PRE. EDIBLE FATS; ANIMAL OR VEGETABLE WAXEX.	3.44	5/1/2014	-1.46
16	PREPARATIONS OF MEAT, OF FISH OR OF CRUSTACEANS, MOLLUSCS OR OTHER AQUATIC INVERTEBRATES	0.08	5/1/2014	44.21
17	SUGARS AND SUGAR CONFECTIONERY.	3.28	5/1/2014	318.07
18	COCOA AND COCOA PREPARATIONS.	0.75	5/1/2014	-7.1
19	PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS PRODUCTS.	1.21	5/1/2014	-30.61
20	PREPARATIONS OF VEGETABLES, FRUIT, NUTS OR OTHER PARTS OF PLANTS.	1.31	5/1/2014	39.7
21	MISCELLANEOUS EDIBLE PREPARATIONS.	6.38	5/1/2014	63.39
22	BEVERAGES, SPIRITS AND VINEGAR.	1.75	5/1/2014	-40.8
23	RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODER.	58.99	5/1/2014	-50.43
24	TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES.	10	5/1/2014	-1.33
25	SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT.	10.11	5/1/2014	1.77
26	ORES, SLAG AND ASH.	4.07	5/1/2014	54,161.33
27	MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES.	396.98	5/1/2014	-25.87
28	INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OR RADI. ELEM. OR OF ISOTOPES.	8.72	5/1/2014	-26.28
29	ORGANIC CHEMICALS	123.29	5/1/2014	-25.97
30	PHARMACEUTICAL PRODUCTS	48.84	5/1/2014	7.84
31	FERTILISERS.	2.08	5/1/2014	86.91
32	TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERI. DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VER; PUTTY AND OTHER MASTICS; INKS.	24.94	5/1/2014	16.6
33	ESSENTIAL OILS AND RESINOIDS; PERFUMERY, COSMETIC OR TOILET PREPARATIONS.	10.71	5/1/2014	-1.53
34	SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREP.	2.59	5/1/2014	-5.12
35	ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES.	2.9	5/1/2014	61.4
36	EXPLOSIVES; PYROTECHNIC PRODUCTS; MATCHES; PYROPHORIC ALLOYS; CERTAIN COMBUSTIBLE PREPARATIONS.	1.34	5/1/2014	
37	PHOTOGRAPHIC OR CINEMATOGRAPHIC GOODS.	0.44	5/1/2014	33.45
38	MISCELLANEOUS CHEMICAL PRODUCTS.	25.85	5/1/2014	-16.02
39	PLASTIC AND ARTICLES THEREOF.	25.44	5/1/2014	-50.41
40	RUBBER AND ARTICLES THEREOF.	19.37	5/1/2014	-44.75
41	RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER	13.36	5/1/2014	31.24
42	ARTICLES OF LEATHER,SADDLERY AND HARNESS;TRAVEL GOODS, HANDBAGS AND SIMILAR CONT.ARTICLES OF ANIMAL GUT(OTHR THN SILK-WRM)GUT.	0.97	5/1/2014	-23.21
43	FURSKINS AND ARTIFICIAL FUR, MANUFACTURES THEREOF.		5/1/2014	
44	WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL.	0.61	5/1/2014	83.44
45	CORK AND ARTICLES OF CORK.	0.01	5/1/2014	2,860.00
46	MANUFACTURES OF STRAW, OF ESPARTO OR OF OTHER PLAITING MATERIALS; BASKETWARE AND WICKERWORK.	0	5/1/2014	-94.87
47	PULP OF WOOD OR OF OTHER FIBROUS CELLULOSIC MATERIAL; WASTE AND SCRAP OF PAPER OR PAPERBOARD.		5/1/2014	
48	PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD.	7.69	5/1/2014	-5.52
49	PRINTED BOOKDS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS.	0.67	5/1/2014	31.29
50	SILK	1.07	5/1/2014	14.96
51	WOOL, FINE OR COARSE ANIMAL HAIR, HORSEHAIR YARN AND WOVEN FABRIC.	0.81	5/1/2014	292.12
52	COTTON.	86.52	5/1/2014	-11.51
53	OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN.	0.42	5/1/2014	143.54
54	MAN-MADE FILAMENTS.	18.46	5/1/2014	9.92
55	MAN-MADE STAPLE FIBRES.	10.17	5/1/2014	-0.15
56	WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF.	4.54	5/1/2014	5.55
57	CARPETS AND OTHER TEXTILE FLOOR COVERINGS.	1.06	5/1/2014	-16.56
58	SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY.	1.85	5/1/2014	-2.67
59	IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE.	2.18	5/1/2014	173.79
60	KNITTED OR CROCHETED FABRICS.	0.72	5/1/2014	224.5
61	ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, KNITTED OR CORCHETED.	4.08	5/1/2014	57.93
62	ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED.	10.17	5/1/2014	10.29
63	OTHER MADE UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS	2.96	5/1/2014	-48.49
64	FOOTWEAR, GAITERS AND THE LIKE; PARTS OF SUCH ARTICLES.	2.71	5/1/2014	49.48
65	HEADGEAR AND PARTS THEREOF.	0.28	5/1/2014	26.75
66	UMBRELLAS, SUN UMBRELLAS, WALKING-STICKS, SEAT-STICKS, WHIPS,RIDING-CROPS AND PARTS THEREOF.	0.05	5/1/2014	6,514.29
